seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr4	59009137	59009537	401	*	Intron (ENSMUST00000148366.7/72429, intron 2 of 3)	4	59003210	59041888	38679	1	14700	ENSMUST00000174664.1	5928	ENSMUSG00000038607	Gng10	guanine nucleotide binding protein (G protein), gamma 10
chr16	33306531	33306931	401	*	Distal Intergenic	16	33267758	33269845	2088	1	69150	ENSMUST00000231242.1	38774	ENSMUSG00000022808	Snx4	sorting nexin 4
chr9	21297150	21297550	401	*	Intron (ENSMUST00000213762.1/11768, intron 8 of 9)	9	21299418	21302987	3570	2	11768	ENSMUST00000213483.1	5437	ENSMUSG00000003309	Ap1m2	adaptor protein complex AP-1, mu 2 subunit
chr10	82763874	82764274	401	*	Promoter	10	82748701	82764144	15444	2	18045	ENSMUST00000130911.7	0	ENSMUSG00000020248	Nfyb	nuclear transcription factor-Y beta
chr19	29101092	29101492	401	*	Promoter	19	29101375	29143843	42469	1	59028	ENSMUST00000064393.5	0	ENSMUSG00000024785	Rcl1	RNA terminal phosphate cyclase-like 1
chr10	43010489	43010889	401	*	Intron (ENSMUST00000040275.8/109205, intron 6 of 6)	10	42939881	42958721	18841	1	268297	ENSMUST00000127675.1	70609	ENSMUSG00000044770	Scml4	Scm polycomb group protein like 4
chr3	127893954	127894354	401	*	Intron (ENSMUST00000199273.1/70617, intron 1 of 1)	3	127869680	127896288	26609	2	70617	ENSMUST00000057198.8	1934	ENSMUSG00000050549	Fam241a	family with sequence similarity 241, member A
chr12	111016829	111017229	401	*	Distal Intergenic	12	111039351	111115901	76551	1	217864	ENSMUST00000084968.13	-22122	ENSMUSG00000037896	Rcor1	REST corepressor 1
chr2	43548209	43548609	401	*	Distal Intergenic	2	43555329	43563496	8168	1	70789	ENSMUST00000138540.1	-6720	ENSMUSG00000026866	Kynu	kynureninase
chr13	91636801	91637201	401	*	Intron (ENSMUST00000156547.7/66970, intron 4 of 12)	13	91670437	91691432	20996	1	66970	ENSMUST00000137658.1	-33236	ENSMUSG00000003992	Ssbp2	single-stranded DNA binding protein 2
chr7	16913744	16914144	401	*	Downstream (1-2kb)	7	16915401	16917165	1765	2	12315	ENSMUST00000172594.1	3021	ENSMUSG00000019370	Calm3	calmodulin 3
chr8	94794788	94795188	401	*	Distal Intergenic	8	94810453	94812036	1584	1	20295	ENSMUST00000034232.2	-15265	ENSMUSG00000031780	Ccl17	chemokine (C-C motif) ligand 17
chr6	56714633	56715033	401	*	Promoter	6	56714927	56761912	46986	1	78937	ENSMUST00000031805.10	0	ENSMUSG00000029787	Avl9	AVL9 cell migration associated
chr2	131426477	131426877	401	*	Distal Intergenic	2	131491496	131520243	28748	1	228608	ENSMUST00000129143.7	-64619	ENSMUSG00000027333	Smox	spermine oxidase
chr11	46366365	46366765	401	*	Intron (ENSMUST00000109237.8/16428, intron 2 of 16)	11	46344478	46389457	44980	2	16428	ENSMUST00000101306.3	22692	ENSMUSG00000020395	Itk	IL2 inducible T cell kinase
chr3	32708406	32708806	401	*	Promoter	3	32708507	32726973	18467	1	56456	ENSMUST00000029214.13	0	ENSMUSG00000027671	Actl6a	actin-like 6A
chr18	25486873	25487273	401	*	Promoter	18	25479488	25486897	7410	2	108013	ENSMUST00000225528.1	0	ENSMUSG00000024268	Celf4	CUGBP, Elav-like family member 4
chr2	75781099	75781499	401	*	Exon (ENSMUST00000135682.1/ENSMUST00000135682.1, exon 4 of 4)	2	75832177	75931350	99174	1	228061	ENSMUST00000047232.13	-50678	ENSMUSG00000042410	Agps	alkylglycerone phosphate synthase
chr4	63089484	63089884	401	*	Intron (ENSMUST00000030043.12/72701, intron 6 of 11)	4	63120400	63121428	1029	1	72701	ENSMUST00000151324.1	-30516	ENSMUSG00000028358	Zfp618	zinc finger protein 618
chr18	23813366	23813766	401	*	Intron (ENSMUST00000170802.7/212307, intron 2 of 7)	18	23804103	23890931	86829	1	212307	ENSMUST00000165387.1	9264	ENSMUSG00000024277	Mapre2	microtubule-associated protein, RP/EB family, member 2
chr13	107927816	107928216	401	*	Distal Intergenic	13	107724618	107890064	165447	2	67263	ENSMUST00000105097.2	-37753	ENSMUSG00000032846	Zswim6	zinc finger SWIM-type containing 6
chr9	75625514	75625914	401	*	Promoter	9	75625741	75637771	12031	1	70082	ENSMUST00000034702.5	0	ENSMUSG00000032184	Lysmd2	LysM, putative peptidoglycan-binding, domain containing 2
chr10	69257597	69257997	401	*	Intron (ENSMUST00000164034.7/69288, intron 4 of 10)	10	69265637	69270209	4573	1	69288	ENSMUST00000169569.1	-7640	ENSMUSG00000019944	Rhobtb1	Rho-related BTB domain containing 1
chr15	84298926	84299326	401	*	Intron (ENSMUST00000023072.6/170736, intron 8 of 12)	15	84324026	84327050	3025	1	64099	ENSMUST00000127551.1	-24700	ENSMUSG00000022439	Parvg	parvin, gamma
chr2	145257139	145257539	401	*	Intron (ENSMUST00000110007.7/94249, intron 2 of 16)	2	145244972	145640361	395390	1	94249	ENSMUST00000081121.3	12168	ENSMUSG00000063873	Slc24a3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3
chr11	106381792	106382192	401	*	Promoter	11	106377656	106382781	5126	2	15896	ENSMUST00000001055.14	589	ENSMUSG00000001029	Icam2	intercellular adhesion molecule 2
chr15	66865476	66865876	401	*	Distal Intergenic	15	66891320	66923201	31882	1	22402	ENSMUST00000005255.8	-25444	ENSMUSG00000005124	Ccn4	cellular communication network factor 4
chr18	20968459	20968859	401	*	Intron (ENSMUST00000050004.2/67664, intron 1 of 5)	18	20961472	20983724	22253	1	67664	ENSMUST00000234316.1	6988	ENSMUSG00000033107	Rnf125	ring finger protein 125
chr6	8777987	8778387	401	*	Promoter	6	8630527	8778154	147628	2	15893	ENSMUST00000115519.7	0	ENSMUSG00000062995	Ica1	islet cell autoantigen 1
chr14	20181642	20182042	401	*	Promoter	14	20140057	20181809	41753	2	16529	ENSMUST00000024011.9	0	ENSMUSG00000023243	Kcnk5	potassium channel, subfamily K, member 5
chr13	95868803	95869203	401	*	Intron (ENSMUST00000068603.7/544963, intron 1 of 35)	13	95746312	95891757	145446	2	544963	ENSMUST00000238261.1	22554	ENSMUSG00000021676	Iqgap2	IQ motif containing GTPase activating protein 2
chr4	43578441	43578841	401	*	Promoter	4	43566928	43578537	11610	2	230101	ENSMUST00000152251.7	0	ENSMUSG00000028467	Gba2	glucosidase beta 2
chr1	193181130	193181530	401	*	3' UTR	1	193179237	193184818	5582	2	215243	ENSMUST00000160302.3	3288	ENSMUSG00000037318	Traf3ip3	TRAF3 interacting protein 3
chr8	106687518	106687918	401	*	Intron (ENSMUST00000048359.4/272538, intron 1 of 17)	8	106683146	106706262	23117	1	272538	ENSMUST00000211979.1	4373	ENSMUSG00000041949	Tango6	transport and golgi organization 6
chr5	145067457	145067857	401	*	Exon (ENSMUST00000238523.1/ENSMUST00000238523.1, exon 1 of 1)	5	145083830	145108761	24932	1	56443	ENSMUST00000031625.14	-15973	ENSMUSG00000029621	Arpc1a	actin related protein 2/3 complex, subunit 1A
chr14	30857996	30858396	401	*	Intron (ENSMUST00000006701.7/69179, intron 1 of 7)	14	30866445	30874964	8520	1	69179	ENSMUST00000227776.1	-8049	ENSMUSG00000006526	Stimate	STIM activating enhancer
chr15	103352867	103353267	401	*	3' UTR	15	103350617	103351378	762	2	16402	ENSMUST00000230775.1	-1490	ENSMUSG00000000555	Itga5	integrin alpha 5 (fibronectin receptor alpha)
chr10	9919846	9920246	401	*	Distal Intergenic	10	9759958	9901079	141122	2	78808	ENSMUST00000141722.7	-18768	ENSMUSG00000019790	Stxbp5	syntaxin binding protein 5 (tomosyn)
chr6	100287292	100287692	401	*	Promoter	6	100228565	100287485	58921	2	56353	ENSMUST00000101118.3	0	ENSMUSG00000072872	Rybp	RING1 and YY1 binding protein
chr8	72350733	72351133	401	*	Intron (ENSMUST00000163643.2/13859, intron 22 of 23)	8	72345967	72374314	28348	2	13859	ENSMUST00000212257.1	23181	ENSMUSG00000006276	Eps15l1	epidermal growth factor receptor pathway substrate 15-like 1
chr5	140889545	140889945	401	*	Intron (ENSMUST00000085786.6/108723, intron 13 of 24)	5	140872992	140882205	9214	2	108723	ENSMUST00000196169.1	-7341	ENSMUSG00000036526	Card11	caspase recruitment domain family, member 11
chr15	37788989	37789389	401	*	Intron (ENSMUST00000168992.7/52589, intron 1 of 6)	15	37366175	37792000	425826	2	52589	ENSMUST00000168992.7	2611	ENSMUSG00000051359	Ncald	neurocalcin delta
chr16	93766935	93767335	401	*	Intron (ENSMUST00000045004.10/70028, intron 18 of 36)	16	93763182	93810583	47402	1	70028	ENSMUST00000226215.1	3754	ENSMUSG00000022946	Dop1b	DOP1 leucine zipper like protein B
chr8	4193247	4193647	401	*	3' UTR	8	4191292	4203079	11788	1	213027	ENSMUST00000177309.1	1956	ENSMUSG00000011832	Evi5l	ecotropic viral integration site 5 like
chr14	20737310	20737710	401	*	3' UTR	14	20736648	20739367	2720	2	12325	ENSMUST00000225328.1	1657	ENSMUSG00000021820	Camk2g	calcium/calmodulin-dependent protein kinase II gamma
chr11	50210131	50210531	401	*	Promoter	11	50200611	50210765	10155	2	18412	ENSMUST00000143379.1	234	ENSMUSG00000015837	Sqstm1	sequestosome 1
chr9	46058073	46058473	401	*	Intron (ENSMUST00000126865.7/70661, intron 1 of 24)	9	46013000	46221234	208235	1	70661	ENSMUST00000120247.7	45074	ENSMUSG00000034135	Sik3	SIK family kinase 3
chr7	140805736	140806136	401	*	Downstream (1-2kb)	7	140809689	140822132	12444	2	407812	ENSMUST00000106052.1	15996	ENSMUSG00000060314	Zfp941	zinc finger protein 941
chr12	110889014	110889414	401	*	Promoter	12	110889264	110972394	83131	1	104859	ENSMUST00000165978.2	0	ENSMUSG00000021275	Tecpr2	tectonin beta-propeller repeat containing 2
chr1	118396494	118396894	401	*	Intron (ENSMUST00000049404.12/76707, intron 1 of 39)	1	118389517	118609240	219724	1	76707	ENSMUST00000189262.6	6978	ENSMUSG00000064302	Clasp1	CLIP associating protein 1
chr11	4270759	4271159	401	*	3' UTR	11	4267095	4272514	5420	1	16878	ENSMUST00000040750.3	3665	ENSMUSG00000034394	Lif	leukemia inhibitory factor
chr8	119867119	119867519	401	*	Intron (ENSMUST00000212636.1/234796, intron 2 of 2)	8	119862272	119876995	14724	1	234796	ENSMUST00000034287.9	4848	ENSMUSG00000031828	Klhl36	kelch-like 36
chr10	69964603	69965003	401	*	Intron (ENSMUST00000218680.1/11735, intron 29 of 42)	10	69973799	69982302	8504	1	11735	ENSMUST00000182762.1	-8796	ENSMUSG00000069601	Ank3	ankyrin 3, epithelial
chr6	43260686	43261086	401	*	Distal Intergenic	6	43265582	43289320	23739	1	54324	ENSMUST00000031750.13	-4496	ENSMUSG00000033542	Arhgef5	Rho guanine nucleotide exchange factor (GEF) 5
chr12	4545412	4545812	401	*	Distal Intergenic	12	4524113	4529122	5010	1	102634330	ENSMUST00000218081.1	21300	ENSMUSG00000112422	Gm31938	predicted gene, 31938
chr10	94013177	94013577	401	*	Intron (ENSMUST00000119818.7/215008, intron 1 of 11)	10	93996914	94020723	23810	2	215008	ENSMUST00000150344.1	7146	ENSMUSG00000036099	Vezt	vezatin, adherens junctions transmembrane protein
chr16	42169732	42170132	401	*	Intron (ENSMUST00000187695.6/268890, intron 8 of 8)	16	42144025	42174283	30259	1	268890	ENSMUST00000133853.2	25708	ENSMUSG00000061080	Lsamp	limbic system-associated membrane protein
chr10	75797575	75797975	401	*	Promoter	10	75786795	75797731	10937	2	14871	ENSMUST00000139724.2	0	ENSMUSG00000001663	Gstt1	glutathione S-transferase, theta 1
chr17	37194762	37195162	401	*	Promoter	17	37193892	37196095	2204	1	24108	ENSMUST00000038844.6	871	ENSMUSG00000035186	Ubd	ubiquitin D
chr4	136681909	136682309	401	*	Intron (ENSMUST00000105845.8/13844, intron 6 of 15)	4	136661463	136694040	32578	2	13844	ENSMUST00000156558.1	11731	ENSMUSG00000028664	Ephb2	Eph receptor B2
chr17	34204287	34204687	401	*	Promoter	17	34204567	34216318	11752	1	21355	ENSMUST00000127543.7	0	ENSMUSG00000024339	Tap2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)
chr11	96867138	96867538	401	*	Intron (ENSMUST00000143569.1/ENSMUST00000143569.1, intron 1 of 2)	11	96854131	96861203	7073	1	56358	ENSMUST00000147710.1	13008	ENSMUSG00000018672	Copz2	coatomer protein complex, subunit zeta 2
chr11	49064009	49064409	401	*	Promoter	11	49057194	49064204	7011	2	100039796	ENSMUST00000046745.6	0	ENSMUSG00000078921	Tgtp2	T cell specific GTPase 2
chr14	20785260	20785660	401	*	Intron (ENSMUST00000100837.10/12325, intron 2 of 18)	14	20765944	20791158	25215	2	12325	ENSMUST00000224566.1	5498	ENSMUSG00000021820	Camk2g	calcium/calmodulin-dependent protein kinase II gamma
chr4	107776971	107777371	401	*	Distal Intergenic	4	107801869	107873898	72030	1	16975	ENSMUST00000238584.1	-24498	ENSMUSG00000028613	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
chr15	79946037	79946437	401	*	Intron (ENSMUST00000128931.7/52609, intron 1 of 5)	15	79918148	79933899	15752	2	52609	ENSMUST00000146719.8	-12139	ENSMUSG00000053411	Cbx7	chromobox 7
chr15	102224467	102224867	401	*	5' UTR	15	102224375	102231908	7534	2	16421	ENSMUST00000230652.1	7041	ENSMUSG00000001281	Itgb7	integrin beta 7
chr3	142521335	142521735	401	*	3' UTR	3	142530342	142547050	16709	1	229900	ENSMUST00000171263.7	-8607	ENSMUSG00000040253	Gbp7	guanylate binding protein 7
chr9	57939915	57940315	401	*	Promoter	9	57940112	57954888	14777	1	20361	ENSMUST00000214314.1	0	ENSMUSG00000038264	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A
chrX	13846560	13846960	401	*	Promoter	20	13517080	13846578	329499	2	12361	ENSMUST00000115438.9	0	ENSMUSG00000031012	Cask	calcium/calmodulin-dependent serine protein kinase (MAGUK family)
chr8	119575031	119575431	401	*	Promoter	8	119575235	119598454	23220	1	68270	ENSMUST00000093100.2	0	ENSMUSG00000031831	Dnaaf1	dynein, axonemal assembly factor 1
chr7	49066846	49067246	401	*	Intron (ENSMUST00000183659.7/78286, intron 2 of 39)	7	49122334	49134276	11943	2	108167511	ENSMUST00000208636.1	67030	NA	9130015G15Rik	RIKEN cDNA 9130015G15 gene
chr13	100107876	100108276	401	*	Promoter	13	100108012	100114238	6227	1	20365	ENSMUST00000022145.14	0	ENSMUSG00000021643	Serf1	small EDRK-rich factor 1
chr13	36190538	36190938	401	*	Intron (ENSMUST00000021857.12/69955, intron 1 of 6)	13	36232122	36246609	14488	1	69955	ENSMUST00000224540.1	-41184	ENSMUSG00000021420	Fars2	phenylalanine-tRNA synthetase 2 (mitochondrial)
chr17	48045609	48046009	401	*	Distal Intergenic	17	48036745	48038293	1549	2	76651	ENSMUST00000178823.1	-7317	ENSMUSG00000094928	1700122O11Rik	RIKEN cDNA 1700122O11 gene
chr8	124721896	124722296	401	*	Promoter	8	124671332	124721964	50633	2	234875	ENSMUST00000117624.8	0	ENSMUSG00000037300	Ttc13	tetratricopeptide repeat domain 13
chr8	108714585	108714985	401	*	Promoter	8	108714644	108961630	246987	1	11906	ENSMUST00000043896.9	0	ENSMUSG00000038872	Zfhx3	zinc finger homeobox 3
chr7	45434502	45434902	401	*	Promoter	7	45434844	45456619	21776	1	14936	ENSMUST00000003964.16	0	ENSMUSG00000003865	Gys1	glycogen synthase 1, muscle
chr7	16376523	16376923	401	*	Intron (ENSMUST00000211741.1/56459, intron 2 of 8)	7	16334268	16368602	34335	2	56459	ENSMUST00000209749.1	-7922	ENSMUSG00000052833	Sae1	SUMO1 activating enzyme subunit 1
chr1	57969906	57970306	401	*	Promoter	1	57955101	57970084	14984	2	51960	ENSMUST00000164963.7	0	ENSMUSG00000054770	Kctd18	potassium channel tetramerisation domain containing 18
chr2	166164595	166164995	401	*	Distal Intergenic	2	166073914	166155663	81750	2	72043	ENSMUST00000146497.8	-8933	ENSMUSG00000006800	Sulf2	sulfatase 2
chr7	127113657	127114057	401	*	Intron (ENSMUST00000032912.5/67375, intron 1 of 3)	7	127115790	127122018	6229	2	67375	ENSMUST00000142403.1	7961	ENSMUSG00000030674	Qprt	quinolinate phosphoribosyltransferase
chr13	32866492	32866892	401	*	Distal Intergenic	13	32842092	32851185	9094	2	66222	ENSMUST00000076352.7	-15308	ENSMUSG00000044734	Serpinb1a	serine (or cysteine) peptidase inhibitor, clade B, member 1a
chr9	110944291	110944691	401	*	Promoter	9	110942642	110944871	2230	2	21667	ENSMUST00000199196.1	180	ENSMUSG00000032494	Tdgf1	teratocarcinoma-derived growth factor 1
chr8	88228764	88229164	401	*	Intron (ENSMUST00000066748.9/214627, intron 2 of 11)	8	88245285	88249211	3927	1	214627	ENSMUST00000125043.1	-16121	ENSMUSG00000036779	Tent4b	terminal nucleotidyltransferase 4B
chr3	34019702	34020102	401	*	Promoter	3	34019943	34069342	49400	1	14359	ENSMUST00000001620.12	0	ENSMUSG00000027680	Fxr1	fragile X mental retardation gene 1, autosomal homolog
chr4	134535167	134535567	401	*	Promoter	4	134525550	134535268	9719	2	76824	ENSMUST00000102550.9	0	ENSMUSG00000046671	Mtfr1l	mitochondrial fission regulator 1-like
chr5	52833830	52834230	401	*	Promoter	5	52834012	52867797	33786	1	52206	ENSMUST00000031072.13	0	ENSMUSG00000029176	Anapc4	anaphase promoting complex subunit 4
chr10	128194148	128194548	401	*	Promoter	10	128194457	128209939	15483	1	216456	ENSMUST00000044776.12	0	ENSMUSG00000044005	Gls2	glutaminase 2 (liver, mitochondrial)
chr2	166750606	166751006	401	*	Distal Intergenic	2	166566342	166713832	147491	2	277360	ENSMUST00000036719.11	-36775	ENSMUSG00000039621	Prex1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1
chr8	10872003	10872403	401	*	Exon (ENSMUST00000207718.1/320014, exon 6 of 6)	8	10871509	10882435	10927	2	320014	ENSMUST00000208358.1	10032	ENSMUSG00000109473	B930025P03Rik	RIKEN cDNA B930025P03 gene
chr4	122857910	122858310	401	*	3' UTR	4	122862416	122864632	2217	2	12331	ENSMUST00000150919.1	6322	ENSMUSG00000028656	Cap1	CAP, adenylate cyclase-associated protein 1 (yeast)
chr5	66088253	66088653	401	*	Intron (ENSMUST00000113726.7/245945, intron 2 of 6)	5	66027028	66081990	54963	2	245945	ENSMUST00000201311.3	-6264	ENSMUSG00000070780	Rbm47	RNA binding motif protein 47
chr12	4972931	4973331	401	*	Intron (ENSMUST00000045664.6/320817, intron 15 of 30)	12	4969352	5014043	44692	1	320817	ENSMUST00000218859.1	3580	ENSMUSG00000052812	Atad2b	ATPase family, AAA domain containing 2B
chr19	42829208	42829608	401	*	Intron (ENSMUST00000099428.4/545291, intron 9 of 11)	19	42755105	42779978	24874	2	192236	ENSMUST00000162004.7	-49231	ENSMUSG00000025188	Hps1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1
chr1	164960012	164960412	401	*	Distal Intergenic	1	164931644	164935527	3884	2	16963	ENSMUST00000027860.7	-24486	ENSMUSG00000026573	Xcl1	chemokine (C motif) ligand 1
chr7	27542618	27543018	401	*	Promoter	7	27541740	27542745	1006	2	18807	ENSMUST00000150964.1	0	ENSMUSG00000003363	Pld3	phospholipase D family, member 3
chr11	53032340	53032740	401	*	Intron (ENSMUST00000036796.7/320027, intron 4 of 15)	11	53111451	53120056	8606	2	790909	ENSMUST00000137096.1	87316	ENSMUSG00000087668	Gm11186	predicted gene 11186
chr9	57467925	57468325	401	*	Promoter	9	57441327	57468058	26732	2	56807	ENSMUST00000046587.7	0	ENSMUSG00000040722	Scamp5	secretory carrier membrane protein 5
chr1	85735738	85736138	401	*	Promoter	1	85718090	85736554	18465	2	319997	ENSMUST00000161453.1	416	ENSMUSG00000052760	A630001G21Rik	RIKEN cDNA A630001G21 gene
chr5	38632472	38632872	401	*	Distal Intergenic	5	38668486	38684750	16265	2	100515	ENSMUST00000057258.10	51878	ENSMUSG00000046572	Zfp518b	zinc finger protein 518B
chr11	98786851	98787251	401	*	Distal Intergenic	11	98795516	98807859	12344	1	74026	ENSMUST00000037915.8	-8265	ENSMUSG00000052915	Msl1	male specific lethal 1
chr17	29020429	29020829	401	*	Intron (ENSMUST00000233272.1/ENSMUST00000233272.1, intron 1 of 2)	17	29032628	29043373	10746	1	20383	ENSMUST00000130216.2	-11799	ENSMUSG00000071172	Srsf3	serine and arginine-rich splicing factor 3
chr5	144753014	144753414	401	*	Intron (ENSMUST00000061446.7/243339, intron 2 of 7)	5	144735915	144761649	25735	2	243339	ENSMUST00000061446.7	8235	ENSMUSG00000043388	Tmem130	transmembrane protein 130
chr5	120503436	120503836	401	*	Promoter	5	120483282	120503625	20344	2	71772	ENSMUST00000031597.6	0	ENSMUSG00000029598	Plbd2	phospholipase B domain containing 2
chr2	49284447	49284847	401	*	Intron (ENSMUST00000112754.7/109241, intron 12 of 14)	2	49279623	49316886	37264	1	109241	ENSMUST00000196831.1	4825	ENSMUSG00000036792	Mbd5	methyl-CpG binding domain protein 5
chr10	75414937	75415337	401	*	Exon (ENSMUST00000219052.1/103149, exon 4 of 5)	10	75410043	75427777	17735	1	103149	ENSMUST00000132629.1	4895	ENSMUSG00000033427	Upb1	ureidopropionase, beta
chr3	96081005	96081405	401	*	Distal Intergenic	3	95999832	96058466	58635	2	22365	ENSMUST00000015891.5	-22540	ENSMUSG00000015747	Vps45	vacuolar protein sorting 45
chr15	41788703	41789103	401	*	Promoter	15	41788941	41861047	72107	1	170719	ENSMUST00000170127.8	0	ENSMUSG00000022307	Oxr1	oxidation resistance 1
chr17	7917145	7917545	401	*	Intron (ENSMUST00000160177.2/ENSMUST00000160177.2, intron 1 of 2)	17	7926000	7934897	8898	1	72536	ENSMUST00000036370.7	-8455	ENSMUSG00000033450	Tagap	T cell activation Rho GTPase activating protein
chr12	17666619	17667019	401	*	Distal Intergenic	12	17690856	17791933	101078	1	53602	ENSMUST00000071858.4	-23837	ENSMUSG00000071379	Hpcal1	hippocalcin-like 1
chr18	39519741	39520141	401	*	Promoter	18	39487128	39519421	32294	2	14815	ENSMUST00000237944.1	-321	ENSMUSG00000024431	Nr3c1	nuclear receptor subfamily 3, group C, member 1
chr2	29802407	29802807	401	*	Promoter	2	29802634	29817522	14889	1	26569	ENSMUST00000080065.2	0	ENSMUSG00000059316	Slc27a4	solute carrier family 27 (fatty acid transporter), member 4
chr12	85032703	85033103	401	*	Intron (ENSMUST00000168977.7/56531, intron 4 of 19)	12	85042227	85059336	17110	1	56531	ENSMUST00000169150.7	-9124	ENSMUSG00000021244	Ylpm1	YLP motif containing 1
chr12	55648133	55648533	401	*	Intron (ENSMUST00000220367.1/56784, intron 36 of 39)	12	55603860	55642448	38589	2	56784	ENSMUST00000219451.1	-5686	ENSMUSG00000021027	Ralgapa1	Ral GTPase activating protein, alpha subunit 1
chr2	93418388	93418788	401	*	Downstream (<1kb)	2	93419154	93420287	1134	2	12521	ENSMUST00000126772.1	1499	ENSMUSG00000027215	Cd82	CD82 antigen
chr6	34893574	34893974	401	*	Intron (ENSMUST00000081214.11/101240, intron 7 of 14)	6	34871840	34878060	6221	2	78412	ENSMUST00000115007.8	-15515	ENSMUSG00000046806	Cyren	cell cycle regulator of NHEJ
chr18	38144611	38145011	401	*	Distal Intergenic	18	38188890	38203163	14274	2	75599	ENSMUST00000161701.2	58152	ENSMUSG00000051375	Pcdh1	protocadherin 1
chr10	117682530	117682930	401	*	Intron (ENSMUST00000020399.5/70574, intron 8 of 8)	10	117675893	117684934	9042	1	70574	ENSMUST00000141991.1	6638	ENSMUSG00000020183	Cpm	carboxypeptidase M
chr10	57457519	57457919	401	*	Distal Intergenic	10	57478381	57486351	7971	2	74928	ENSMUST00000180831.2	28432	ENSMUSG00000097370	4930467K11Rik	RIKEN cDNA 4930467K11 gene
chr3	100692252	100692652	401	*	Distal Intergenic	3	100562208	100685503	123296	2	17156	ENSMUST00000008907.13	-6750	ENSMUSG00000008763	Man1a2	mannosidase, alpha, class 1A, member 2
chr4	33031267	33031667	401	*	Promoter	4	33027142	33031323	4182	2	100504166	ENSMUST00000155691.1	0	ENSMUSG00000085037	4933421O10Rik	RIKEN cDNA 4933421O10 gene
chr7	100932685	100933085	401	*	Promoter	7	100869752	100932107	62356	2	207212	ENSMUST00000107032.2	-579	ENSMUSG00000032875	Arhgef17	Rho guanine nucleotide exchange factor (GEF) 17
chr2	154943090	154943490	401	*	Intron (ENSMUST00000137333.7/50518, intron 1 of 4)	2	154951180	155045671	94492	1	50518	ENSMUST00000132342.1	-7690	ENSMUSG00000027596	a	nonagouti
chr13	103703368	103703768	401	*	Intron (ENSMUST00000225130.1/102632492, intron 1 of 3)	13	103673738	103707619	33882	2	102632492	ENSMUST00000225860.1	3851	ENSMUSG00000114206	Gm30551	predicted gene, 30551
chr9	107463520	107463920	401	*	Intron (ENSMUST00000010210.12/56808, intron 2 of 37)	9	107505604	107513534	7931	1	56808	ENSMUST00000169354.7	-41684	ENSMUSG00000010066	Cacna2d2	calcium channel, voltage-dependent, alpha 2/delta subunit 2
chr10	86074146	86074546	401	*	Intron (ENSMUST00000120638.7/27204, intron 8 of 13)	10	86057423	86066843	9421	2	27204	ENSMUST00000143319.1	-7304	ENSMUSG00000059602	Syn3	synapsin III
chr7	18884402	18884802	401	*	Promoter	7	18884680	18890441	5762	1	21946	ENSMUST00000032573.7	0	ENSMUSG00000030413	Pglyrp1	peptidoglycan recognition protein 1
chr11	80323243	80323643	401	*	Exon (ENSMUST00000017836.7/246104, exon 4 of 9)	11	80319690	80324158	4469	1	246104	ENSMUST00000138846.1	3554	ENSMUSG00000017692	Rhbdl3	rhomboid like 3
chr4	132303155	132303555	401	*	Promoter	4	132302197	132303385	1189	2	242681	ENSMUST00000040411.6	0	ENSMUSG00000089687	Rab42	RAB42, member RAS oncogene family
chr8	72655029	72655429	401	*	Intron (ENSMUST00000161386.7/319555, intron 2 of 11)	8	72653486	72708072	54587	1	319555	ENSMUST00000160443.7	1544	ENSMUSG00000048148	Nwd1	NACHT and WD repeat domain containing 1
chr5	113908655	113909055	401	*	Promoter	5	113842436	113908705	66270	2	23790	ENSMUST00000164980.7	0	ENSMUSG00000004530	Coro1c	coronin, actin binding protein 1C
chr10	80754884	80755284	401	*	Promoter	10	80755206	80795461	40256	1	208266	ENSMUST00000105336.8	0	ENSMUSG00000061589	Dot1l	DOT1-like, histone H3 methyltransferase (S. cerevisiae)
chr6	71464138	71464538	401	*	Exon (ENSMUST00000204118.1/ENSMUST00000204118.1, exon 1 of 1)	6	71388634	71440637	52004	2	68477	ENSMUST00000002292.14	-23502	ENSMUSG00000002222	Rmnd5a	required for meiotic nuclear division 5 homolog A
chr3	96883646	96884046	401	*	Intron (ENSMUST00000029738.13/67549, intron 7 of 13)	3	96871486	96876208	4723	2	67549	ENSMUST00000135533.1	-7439	ENSMUSG00000028096	Gpr89	G protein-coupled receptor 89
chr2	91033008	91033408	401	*	Distal Intergenic	2	91035620	91045729	10110	1	19400	ENSMUST00000111445.9	-2212	ENSMUSG00000002104	Rapsn	receptor-associated protein of the synapse
chr19	29361713	29362113	401	*	Promoter	19	29348599	29361970	13372	2	67759	ENSMUST00000143467.7	0	ENSMUSG00000016495	Plgrkt	plasminogen receptor, C-terminal lysine transmembrane protein
chr9	54501722	54502122	401	*	Promoter	9	54472696	54501626	28931	2	235380	ENSMUST00000149709.1	-97	ENSMUSG00000041268	Dmxl2	Dmx-like 2
